func_name,\texttt{R2E}$_{\text{C1}}$,\texttt{R2E}$_{\text{C3}}$,\texttt{R2E}$_{\text{C4}}$,\texttt{R2E}$_{\text{C5}}$,\texttt{R2E}$_{\text{C6}}$,\texttt{R2E}$_{\text{C7}}$,\texttt{R2E}$_{\text{C8}}$,\texttt{R2E}$_{\text{C9}}$,\texttt{R2E}$_{\text{C2}}$
BytePrimitiveVector.deserialize,0.751838938,0.89462316,0.894543068,0.721048273,0.843849868,0.765250906,0.774800486,0.848883635,0.891117472
RangeDateSelector.synchUI,0.750489736,0.918928753,0.87999327,0.883321698,0.923535239,0.910174855,0.866932895,0.859808833,0.885713904
TransliteratorIDParser.parseCompoundID,0.936300572,0.93899539,0.933027269,0.923949806,0.927990427,0.929673164,0.932123211,0.967897688,0.92975996
HashUtil.bernstein,0.993992506,0.994510369,0.99404559,0.994298154,0.996579779,0.994050676,0.994255767,0.988764609,0.993982332
TimeBoundedStreamJoin.removeExpiredRows,0.901186999,0.920490335,0.922934374,0.921204311,0.925174085,0.916382833,0.913650031,0.920236863,0.91285064
MessageInfo.parseType,0.774485651,0.879854429,0.886578672,0.845357765,0.899506391,0.867081223,0.867168586,0.857793927,0.879444223
Calendar.getPatternData,0.946940616,0.948389637,0.983180599,0.97807089,0.96315358,0.982142633,0.968226194,0.972413932,0.967578147
CatGenConfigMetadataFactory.readDatasetFilterElement,0.912956027,0.925584176,0.926256744,0.932957285,0.94746912,0.941414744,0.930317222,0.929231897,0.937831474
JumboCyclicVertexSearch.toArray,0.893076112,0.989322535,0.892738445,0.989327721,0.989212731,0.990082213,0.98909848,0.989235678,0.892450448
MDLV3000Reader.readBondBlock,0.919451465,0.929437018,0.893385885,0.932373859,0.916580531,0.933890361,0.922442226,0.938798338,0.928999109
StaticTypeCheckingVisitor.checkOrMarkPrivateAccess,0.904606472,0.839962043,0.890015034,0.91357494,0.844833825,0.918906741,0.927582185,0.880532576,0.926120475
UrlResource.readStr,0.843807106,0.770350049,0.845349173,0.836480402,0.844140341,0.840047442,0.844148009,0.844392282,0.845923984
HttpBody.setCharset,0.816300067,0.877965847,0.901926697,0.874637669,0.888728585,0.839153416,0.887331146,0.829696947,0.866887317
StereoElementFactory.interpretProjections,0.718226481,0.897660261,0.950654291,0.836708329,0.896910353,0.880306998,0.993797475,0.883061448,0.873314553
Broadcast.add,0.99667088,0.996705907,0.996699338,0.987402087,0.996735572,0.996407059,0.996630943,0.99677044,0.996679909
TaskInProgress.addRunningTask,0.6968176,0.796328275,0.787513926,0.789503657,0.782582167,0.777712811,0.698898289,0.892172561,0.798852377
InvCatalogFactory.readXMLasynch,0.776505139,0.801007399,0.812830695,0.788901841,0.785157829,0.796028936,0.764449742,0.798010321,0.809507435
SpiderHtmlFormParser.processGetForm,0.804996276,0.791842441,0.83352106,0.792711967,0.900952951,0.851941609,0.864100147,0.89666439,0.819775768
FastCopy.alignDatanodes,0.79058468,0.90342506,0.904031537,0.906757541,0.974206707,0.922558971,0.91946453,0.91338271,0.905096297
DiSHPreferenceVectorIndex.determinePreferenceVectorByMaxIntersection,0.897413916,0.93627988,0.913947543,0.942281868,0.93770835,0.919691462,0.88662097,0.928910381,0.937473853
QueueContainer.txnCommitPollBackup,0.882205055,0.902201496,0.904689708,0.897557812,0.887794907,0.90131798,0.901727554,0.951166749,0.902793926
ReadaheadPool.submitReadahead,0.872958273,0.865994636,0.895233429,0.867037977,0.919687207,0.866283619,0.89335222,0.867331333,0.901373729
Sql.inout,0.919225962,1,0.961638757,0.960597894,0.999854372,0.9614594,0.999868255,0.999871966,0.999904396
PoissonDistribution.logpmf,0.921023417,0.950846333,0.95268888,0.869387894,0.976332376,0.833003117,0.949816544,0.960809674,0.864134551
SimpleUnit.makeUnit,0.957952862,0.953528253,0.953457493,0.953684307,0.953211094,0.958085479,0.999892816,0.953133489,0.953924932
JavacParser.enumeratorDeclaration,0.835626835,0.916004069,0.821626425,0.804134617,0.927829817,0.855461983,0.816437661,0.892856627,0.829351705
BootstrapTools.parseDynamicProperties,0.850203261,0.859863176,0.875744245,0.870616922,0.852136421,0.851618702,0.820356643,0.95787137,0.904958764
DetectPolygonFromContour.touchesBorder,0.973395818,0.962250935,0.962326846,0.972331993,0.962103367,0.976170017,0.917326944,0.976268101,0.962811821
CmsSearchTab.removeParameter,0.824118792,0.940876502,0.959707435,0.980227508,0.977359924,0.941203484,0.977768848,0.955810396,0.83092051
JsonUtil.getJsonFriendlyString,0.678577969,0.928656395,0.922097117,0.828678543,0.920354408,0.824156773,0.780325945,0.937415688,0.927744034
CoronaJobHistory.logInited,0.960280766,0.955258098,0.959784163,0.959863163,0.954973442,0.955138473,0.960265966,0.960389309,0.960551578
ElementUtil.fromModifierSet,0.962774848,0.955286336,0.960457811,0.963713828,0.963060732,0.96315675,0.963392784,0.95011904,0.962580356
TextWriter.output,0.778380932,0.839020782,0.824163178,0.863948673,0.861174093,0.903862769,0.791215089,0.787155455,0.802337628
MetaClassImpl.getMethods,0.934849576,0.95713453,0.956789213,0.945140732,0.957308179,0.932457552,0.950709119,0.949529472,0.955476703
GeometryTools.findClosestInSpace,0.876264154,0.887238007,0.925142068,0.885254481,0.895261139,0.892079738,0.888793018,0.900396518,0.893656163
ScanProgressDialog.getJScrollPane,0.926498883,0.945370845,0.941355912,0.960970846,0.94208487,0.970211585,0.942745725,0.942134162,0.940830826
SingleElectronDiff.difference,0.731940327,0.973205278,0.979470937,0.983614038,0.985041933,0.97324614,0.976870067,0.979192462,0.987113339
SparkEMRClient.createCluster,0.685105473,0.918138327,0.910435572,0.929629412,0.800995656,0.921715276,0.947585963,0.891726296,0.906111519
IoUtil.toStream,0.826796289,0.867328113,0.853657163,0.867521835,0.956983556,0.866441575,0.854061426,0.899494154,0.866801576
HBondAcceptorCountDescriptor.calculate,0.723469498,0.950303288,0.950533209,0.951212055,0.962081781,0.942075219,0.957655811,0.964032316,0.953813353
JavacParser.basicType,0.29106389,0.807403715,0.850389739,0.808140219,0.803524939,0.819201992,0.777915246,0.819570762,0.80392122
TaskController.destroyTaskJVM,0.802550447,0.847424355,0.82306913,0.81703934,0.842927803,0.906847795,0.792328262,0.872064135,0.83510611
CmsResourceWrapperUtils.addFileExtension,0.840654942,0.918956683,0.944793283,0.917816244,0.950237312,0.897690401,0.940333161,0.947534663,0.927290238
Types.TUPLE,0.947925713,0.949977355,0.940325622,0.942638988,0.945374286,0.94514583,0.94747553,0.942964589,0.946823412
ToHTMLStream.addUniqueAttribute,0.870955088,0.874378747,0.881856292,0.937961193,0.889294129,0.879633643,0.947192827,0.898263549,0.875835269
DefaultGroovyMethods.trunc,0.852729503,0.94671169,0.939614149,0.93835773,0.906489159,0.875624819,0.876247504,0.939038331,0.93806805
QrCodeUtil.encode,0.856612553,0.843038404,0.903571076,0.902088097,0.837697498,0.904160055,0.838669988,0.886516546,0.8504881
S3URI.getChild,0.915795594,0.93298952,0.916528106,0.915195494,0.946207562,0.942815591,0.930916819,0.948625362,0.938610492
TypeUtil.getType,0.871956146,0.883382563,0.875963375,0.849597232,0.837440297,0.851929374,0.898809126,0.883913662,0.850909459
DateUtil.calendar,0.800196861,0.842880229,0.882264662,0.843530829,0.951076761,0.84287939,0.919635068,0.921118869,0.850821019
fannkuch.print_30_permut,0.828890961,0.733667048,0.904217396,0.828926101,0.824181687,0.921787442,0.691423614,0.747968949,0.891073577
Selector.getSelector,0.863184839,0.948870744,0.951165063,0.933849978,0.941841967,0.946946707,0.942073483,0.944974428,0.951157785
EigenvalueDecomposition.getD,0.463588872,0.904820624,0.88421424,0.890579742,0.947410471,0.917820358,0.884560898,0.917523279,0.917640699
DefaultGroovyMethods.min,0.951570331,0.951541937,0.951296752,0.95191552,0.951450106,0.951626711,0.951031684,0.951206992,0.951296053
WorkbenchPanel.removePanel,0.960792224,0.918589724,0.959873357,0.963008005,0.980382921,0.981088823,0.957705029,0.971986928,0.98601277
CmsDialogElements.computeElements,0.868321975,0.900200868,0.905739447,0.847307066,0.921252323,0.923679686,0.890170612,0.927643721,0.940954194
Sftp.lsFiles,0.980833534,0.999882946,0.99989139,0.999882946,0.999879933,0.992296329,0.999869221,0.999868601,1
GammaDistribution.chisquaredProbitApproximation,0.903451023,0.905659174,0.908876492,0.93309767,0.907994178,0.936261314,0.900734542,0.942451511,0.93140048
GeneralizedLogisticAlternateDistribution.pdf,0.914617942,0.905191875,0.886307412,0.896703165,0.895625856,0.923164662,0.900906289,0.879082845,0.913076197
RemoteEnvironment.execute,0.8942998,0.965437105,0.962739498,0.893476152,0.971006341,0.961351361,0.925547931,0.93244971,0.961642254
FPGrowth.run,0.814395173,0.919444109,0.917922598,0.892515536,0.905026736,0.902238201,0.89533956,0.920682094,0.916043018
StructureDiagramGenerator.placeSgroupBrackets,0.929990242,0.931470074,0.949033982,0.930455557,0.951049514,0.944379768,0.940734236,0.936195989,0.931954339
ErddapString2.toRational,0.771327933,0.801137914,0.791631794,0.761099204,0.845480939,0.774512818,0.804815834,0.883043015,0.83151915
JavacMessages.instance,0.969103345,0.99990741,0.969248312,0.968951113,0.969970196,0.999884029,0.969282313,0.969842927,0.968888542
CacheSimpleConfig.setCacheWriterFactory,0.999901855,0.995364693,0.99987092,0.995566487,0.995227895,0.99988943,0.999911401,0.99514385,0.999875085
AbstractMTreeNode.integrityCheck,0.732269128,0.854875077,0.860923772,0.842480489,0.899676,0.818055902,0.888534004,0.892497317,0.854256681
Start.begin,0.762090422,0.920279177,0.88378769,0.927580485,0.951556941,0.749524776,0.886576577,0.89817151,0.816576282
GridVariable.showMissingSummary,0.82450017,0.930332234,0.941338329,0.793415274,0.897602659,0.855591741,0.912547445,0.85109343,0.962221697
GeneralPurposeFFT_F32_1D.realForwardFull,0.927497582,0.942570964,0.929836114,0.959569998,0.939260204,0.952030311,0.941377148,0.938134724,0.940630947
DataSet.squishToRange,0.654928306,0.970323524,0.956912134,0.928590971,0.929160949,0.929181834,0.930044149,0.929315465,0.970236055
ClassWriter.writeInnerClasses,0.884860099,0.906338413,0.942008064,0.933098332,0.949086769,0.910286942,0.933491459,0.948671429,0.903251187
SMARTSAtomInvariants.configureDaylightWithRingInfo,0.999891098,0.999915417,0.999938118,0.999896955,0.999889718,1,0.999928717,0.999887294,0.999911059
ExampleLineDetection.detectLineSegments,0.973556159,0.95980424,0.98291686,0.972515864,0.977512356,0.952575789,0.979473516,0.966555989,0.976062208
DownloadController.setup,0.646042122,0.86504754,0.848756367,0.860244233,0.854502278,0.785858902,0.794943918,0.815397343,0.959946592
NioGroovyMethods.write,0.873882112,0.91139188,0.8988025,0.869793144,0.900535124,0.919619812,0.938401542,0.884828859,0.85760756
CmsHistoryProject.getPublishedByName,0.875143968,0.874424964,0.876374793,0.875043988,0.876760722,0.874309876,0.876141796,0.875943376,0.873427072
ClientConfig.addNearCacheConfig,0.819561184,0.999933519,0.81852926,0.928393714,0.927058014,0.909973426,0.999917809,0.909471112,0.820151248
Main.error,0.60211867,0.806506448,0.826759404,0.856768552,0.845495427,0.826484382,0.692745558,0.809732254,0.83520607
NFAStateSerializer.serializeComputationStates,0.899779487,0.968266133,0.987119097,0.890556678,0.99521603,0.909607556,0.930240002,0.995254153,0.992919951
AtomicAllocator.getConfiguration,0.983773595,0.999846504,0.999884276,0.920739276,0.999853342,0.999902362,0.999876208,0.983212813,0.983634282
SubWriterHolderWriter.addMemberTree,0.841233433,0.98445511,0.981522156,0.974887612,0.978697199,0.978896245,0.938112101,0.980298765,0.927454435
CmsContentService.getChangeHandlerScopes,0.912708529,0.920832946,0.902729856,0.915133887,0.905050753,0.910028648,0.920920327,0.894978397,0.866913519
MarkedElement.markupMol,0.999915109,0.999910015,0.999900215,0.999910015,0.999901151,0.999882895,0.999905536,0.999924008,0.999923424
RingbufferService.getOrCreateContainer,0.893961746,0.955270383,0.935672869,0.886183308,0.882321281,0.887709992,0.88211986,0.88985905,0.954371049
ClusterManager.checkResourceRequestLimit,0.859104535,0.879025321,0.847626477,0.878284303,0.8786029,0.861600634,0.895964766,0.902687464,0.891185662
ArrayUtils.append,0.8957655,0.895362803,0.894748266,0.894706655,0.876202921,0.894132158,0.969218735,0.87266387,0.96888997
FactoryThresholdBinary.localGaussian,0.947630501,0.947824091,0.957107932,0.956475972,0.960581719,0.939476194,0.94421517,0.94565823,0.962831821
HttpSessionsPanel.setSessionsTableColumnSizes,0.912323424,0.939433205,0.9323266,0.950410625,0.9595037,0.904613864,0.957661805,0.906078892,0.997749182
GIntegralImageOps.convolve,0.996906849,0.996957062,0.996926426,0.997401107,0.9945269,0.997017653,0.997243575,0.996809111,0.996752837
VariableScopeVisitor.pushState,0.832921469,0.89099077,0.882560855,0.751987633,0.930435486,0.86967548,0.874417763,0.878865925,0.876583425
FileAppender.append,0.8805209,0.964965556,0.964952267,0.902528515,0.902460277,0.902777472,0.96524528,0.9025652,0.902836945
CoordSysBuilder.findCoordinateTransforms,0.972270618,0.983370939,0.979366311,0.970256209,0.977435009,0.982210469,0.975113342,0.972012644,0.988309328
Broker.getAndRemove,0.467491713,0.932234462,0.949676328,0.852319887,0.952502001,0.906727555,0.954724359,0.922765936,0.983633899
ExampleTemplateMatching.showMatchIntensity,0.953000259,0.940282348,0.932059318,0.962862409,0.957038922,0.961838191,0.947614725,0.942289797,0.910860718
RestApiConfig.disableGroups,0.926138777,0.9998977,0.999944357,0.999944357,1,0.999892811,0.999934522,0.964414921,0.999889876
MathUtil.binomialCoefficient,0.904129812,0.908908929,0.902529367,0.903544947,0.891336425,0.905938602,0.905938602,0.915187192,0.894836575
BaseAsymmetric.initKeys,0.822046514,0.956305154,0.999921442,0.888358476,0.878841205,0.85462861,0.999887871,0.888751299,0.939971496
HadoopBlockLocation.stripHostname,0.763655552,0.889178252,0.914555965,0.927808796,0.883591886,0.856283263,0.865645526,0.870353353,0.924152536
AntlrParserPlugin.mapExpression,0.877083935,0.94382555,0.870952901,0.912062447,0.881575155,0.929688024,0.873477819,0.878828572,0.944565563
CmsEmbeddedDialogHandler.onSiteOrProjectChange,0.925497434,0.999911913,0.97725669,0.999887488,0.991734865,0.999878089,0.999892716,0.999894707,0.999908601
GasteigerPEPEPartialCharges.assignGasteigerPiPartialCharges,0.805032212,0.824867591,0.843708243,0.711419289,0.835634533,0.819014754,0.856848853,0.824231301,0.820810184
XMLTokener.nextMeta,0.713524401,0.82838876,0.862718511,0.794701244,0.827934129,0.881759771,0.863304144,0.847677547,0.884600424
MutableProgress.setTotal,0.904213034,0.952300451,0.943215347,0.894499777,0.952497274,0.948949458,0.952278366,0.935301637,0.951800166
XLogPDescriptor.getDoubleBondedNitrogenCount,0.98749151,0.987004078,0.987636273,0.98780724,0.987520996,0.988017787,0.987673691,0.987591841,0.987673691
MatchOps.makeRef,0.919560631,0.873558824,0.925377215,0.965831893,0.998102453,0.913858661,0.920323297,0.910854333,0.914188885
SaturationChecker.couldMatchAtomType,0.858101514,0.890512215,0.882107897,0.88449049,0.873650348,0.864982673,0.875786486,0.880864932,0.891546231
SquareGridTools.findIntersection,0.816078317,0.881391094,0.899272514,0.885404069,0.888662581,0.898604976,0.890071941,0.922520822,0.922205882
Security.getProviderProperty,0.827339697,0.830988468,0.828482536,0.849199193,0.832733019,0.829506418,0.87791115,0.865229223,0.81944051
Group.addEnumeration,0.852443238,0.881349576,0.881460158,0.922641923,0.881073644,0.92185982,0.919906705,0.880148512,0.880455058
ParallelStreamReader.performReads,0.655806237,0.78914056,0.72926376,0.784320076,0.766345842,0.787058685,0.76559637,0.73945892,0.795004401
TableFactoryService.discoverFactories,0.872555041,0.939626799,0.900456045,0.935575626,0.931316677,0.938910064,0.899165335,0.936279134,0.928286234
QrCodeDecoderBits.applyErrorCorrection,0.809119666,0.863148943,0.868475785,0.847961319,0.879704124,0.838526338,0.881428026,0.863481967,0.869649641
AvatarNode.getProtocolVersion,0.761203649,1,0.999905448,0.999907864,0.990260504,0.999891492,1,0.911070051,0.99994253
FileReader.checkFile,0.938056411,0.976596382,0.954578138,0.959971848,0.854748279,0.813447985,0.853794802,0.856734267,0.977475462
Config.setCacheEventJournalConfigs,0.999894294,0.999923502,0.999908913,0.999910852,0.999923762,0.999908913,0.999947469,0.999919901,0.999908913
FactoryMultiView.bundleSparseMetric,0.959164764,0.942532908,0.959164764,0.956356619,0.943660777,0.942899214,0.95980649,0.949150579,0.949281269
ClosureSignatureHint.pickGenericType,0.853606955,0.893939955,0.894802813,0.879549521,0.89226274,0.894541077,0.899878703,0.878938471,0.88382511
VariableIndex.getRecordAt,0.475034931,0.730087717,0.632252657,0.648466249,0.693698218,0.73224491,0.761789339,0.716750565,0.611150227
StatementUtil.prepareCall,0.942729835,0.986235603,0.986379445,0.931002436,0.986158871,0.930354371,0.98626056,0.937579137,0.966359072
RythmEngine.createEngine,0.944561081,0.949940781,0.944188777,0.935744124,0.953207063,0.961671608,0.880844091,0.928946015,0.928159411
MetadataType.getType,0.976357792,0.976094482,0.97634185,0.918256813,0.976085266,0.976299542,0.976616656,0.976075629,0.976230479
KinesisDataFetcher.registerShardMetrics,0.89273976,0.916805472,0.885564119,0.91280177,0.871252923,0.896790528,0.889364899,0.875350911,0.892403916
CmsSecurityManager.readOwner,0.994738012,0.994914293,0.994898749,0.994998311,0.994917191,0.994968049,0.994974805,0.995103123,0.99504666
AggregateOperationFactory.createResolvedWindow,0.886760433,0.922932771,0.947559891,0.928038949,0.945167119,0.935943822,0.942065837,0.932085927,0.940287147
RawLocalFileSystem.getFileCrc,0.887273563,0.880826246,0.898815093,0.887174272,0.921232764,0.886746885,0.868726689,0.939902193,0.876600258
WorkbenchPanel.setPanelsVisible,0.779307781,0.99990772,0.999908931,0.94172171,0.999898115,0.999905292,0.941326387,0.999923519,0.94196425
OrientationHistogramSift.computeHistogram,0.782895592,0.865361321,0.86289634,0.824501335,0.852441082,0.831149971,0.8466097,0.849877993,0.843875594
SourceStreamTask.triggerCheckpoint,0.829746064,0.848928728,0.880174538,0.8454925,0.917809417,0.840104223,0.82507055,0.921366095,0.890262167
LazyValueMap.chopMap,0.776038155,0.84632727,0.868164892,0.874061209,0.886409027,0.59944764,0.86100734,0.853576674,0.856465777
AsyncLoggerSet.waitForWriteQuorum,0.768568419,0.891561097,0.795571365,0.735804596,0.896882034,0.797592433,0.821704019,0.812065187,0.814262601
Resolve.notOverriddenIn,0.866862723,0.824502361,0.880146966,0.848619193,0.849291806,0.86392465,0.848783668,0.855016294,0.858507162
ServerView.inputChanged,0.79151531,0.984550166,0.971512097,0.984434137,0.922677647,0.963590359,0.98458916,0.977284838,0.97240644
Formatter.formatMessage,0.913621687,0.922709085,0.911004978,0.927081361,0.909527231,0.911550046,0.919572315,0.916682537,0.927135899
Invocation.initInvocationTarget,0.727776845,0.807505675,0.814968761,0.767639314,0.842794622,0.803313742,0.79333668,0.797595371,0.79204618
CmsObject.loginUser,0.780244676,0.787056316,0.762614514,0.828912919,0.83365737,0.840575699,0.799365992,0.804946485,0.860849477
TypeExtractor.createHadoopWritableTypeInfo,0.86458191,0.92631939,0.929083334,0.90526639,0.865992615,0.910142145,0.92582912,0.92692061,0.910830198
File.getAbsolutePath,0.56780298,0.759470523,0.727044849,0.512325828,0.778256552,0.75872573,0.702187429,0.777380765,0.759533879
CrossOperatorBase.executeOnCollections,0.792217437,0.946620427,0.965456821,0.963232015,0.964132529,0.964813701,0.968567911,0.967306985,0.994608788
GHistogramFeatureOps.histogram,0.87245659,0.947712582,0.955059932,0.884638166,0.964455736,0.877332285,0.973479059,0.966872042,0.959719735
JdiInitiator.listenTarget,0.791495005,0.870496551,0.897750485,0.74179159,0.875969901,0.869274054,0.828734834,0.75276036,0.880385059
SubWriterHolderWriter.addInheritedSummaryHeader,0.93997165,0.991511192,0.991596478,0.991600863,0.991523244,0.99990582,0.99989871,0.999896333,0.991739842
ExampleLineDetection.detectLines,0.885419371,0.93317087,0.947342674,0.926045321,0.94663268,0.918293402,0.94710616,0.948425022,0.950109991
UploadFileHeader.getContentType,0.916097107,0.916348268,0.916101436,0.91852828,0.918530903,0.910420784,0.934217813,0.918335208,0.913475273
DefaultGroovyMethods.collect,0.999882825,0.999907586,0.99989483,0.999871301,0.99986256,0.999849486,0.999914106,0.999903911,0.999914391
GradientSobel_UnrolledOuter.process_F32_sub,0.93972014,0.970348172,0.927874579,0.929633309,0.967111493,0.965733059,0.961869987,0.96034529,0.927693223
HttpPrefixFetchFilter.normalisedPort,0.911303361,0.912022467,0.911337076,0.86863301,0.911383147,0.911808318,0.820755863,0.911912321,0.91133121
Period.moreThan,0.963247991,0.999899518,0.964202108,0.964219015,0.964373167,0.963587321,0.964550534,0.96429999,0.999897507
DancingLinks.split,0.69486323,0.991661711,0.865921737,0.839341058,0.963426884,0.576706746,0.965612055,0.992767366,0.871888531
DefaultJsonGenerator.writeMap,0.946854116,0.945971559,0.951978913,0.922626672,0.950430491,0.922848922,0.946111324,0.950492885,0.94258392
OptionsSpiderPanel.getHandleODataSpecificParameters,0.994115654,0.993956629,0.994991755,0.994200141,0.99700421,0.994780336,0.99436023,0.994143019,0.994104714
SecureASTCustomizer.setReceiversClassesWhiteList,0.999889921,0.999908443,0.999920846,0.999852297,0.999889877,0.999882704,0.999859322,0.999903562,0.999908223
Storage.writeAll,0.763332189,0.955120366,0.954064951,0.93798708,0.764742512,0.865554754,0.864268752,0.864690028,0.955271558
GribResourceReader.getInputStream,0.859535,0.839233079,0.859951727,0.866613023,0.894871643,0.848161541,0.859607659,0.842696922,0.843319538
StandardGenerator.generateAnnotation,0.880325591,0.913693688,0.898950988,0.848545426,0.87007366,0.893937981,0.893755371,0.874225696,0.897960344
UserCodeDeploymentService.handleClassNotFoundException,0.610642117,0.787496741,0.76662371,0.824844432,0.800705208,0.770831797,0.79649246,0.822696778,0.843554826
RStarTreeKNNQuery.batchNN,0.921306474,0.906936959,0.930077936,0.969554279,0.960252876,0.970006415,0.934118872,0.941560477,0.92069368
URI.indexFirstOf,0.985082341,0.985416966,0.930140476,0.985410355,0.985371771,0.985477768,0.985397055,0.984998211,0.985208555
CanonicalLabeler.breakTies,0.729345325,0.769950728,0.849433299,0.787675243,0.856088118,0.738695485,0.705535123,0.726886996,0.8030667
MemoryFileManager.hasLocation,0.983664454,0.991936217,0.983678451,0.983678451,0.983745262,0.983844421,0.983537326,0.991116773,0.983417777
NetworkBufferPool.destroyAllBufferPools,0.83804956,0.92385721,0.906095182,0.916755468,0.917161461,0.930485291,0.908593566,0.922830416,0.931851542
JsonOutput.getIndent,0.991165246,0.957758984,0.955951748,0.956682952,0.956418147,0.957670551,0.990928441,0.956841796,0.991330621
ProcessGroovyMethods.consumeProcessErrorStream,0.897613991,0.982375369,0.982942079,0.982312879,0.98278072,0.983006247,0.982682771,0.982010941,0.982415442
StaticTypeCheckingSupport.isAssignableTo,0.914866767,0.95156476,0.881187252,0.892105351,0.92619964,0.930031602,0.928411546,0.926470961,0.87251666
HttpResponse.writeBody,0.722208183,0.875490366,0.878949435,0.878828877,0.859994783,0.876098566,0.867041596,0.925119868,0.837609317
JavacTaskImpl.doCall,0.472795725,0.774261811,0.779260034,0.776866714,0.770951834,0.747287565,0.749686316,0.791951279,0.729567154
Partition.inSameCell,0.951021127,0.950323599,0.951308217,0.951740685,0.980885441,0.912816405,0.950510303,0.952308105,0.953195065
CmsPropertyAdvanced.buildEditForm,0.819537647,0.850592199,0.888887476,0.889845065,0.850139909,0.826081372,0.877543071,0.852034107,0.823770705
Packet.setPacketType,0.566550318,0.8354954,0.72494178,0.78092621,0.728944718,0.684121079,0.746025378,0.810016817,0.795569122
CanvasSize.clipToMargin,0.823742026,0.913653953,0.903571592,0.85239403,0.925576078,0.883387935,0.938699023,0.902771772,0.904290644
InternalPartitionServiceImpl.updatePartitionsAndFinalizeMigrations,0.822037891,0.876178331,0.834386157,0.906017716,0.873348465,0.876208565,0.875592943,0.857475434,0.86661941
ELKILauncher.main,0.694227648,0.547914739,0.756393658,0.765654014,0.780889197,0.80739327,0.803373878,0.805581921,0.768197825
ExceptionProxy.checkAndThrowException,0,0.581735924,0.735393066,0.588140136,0.71245646,0.625827079,0.587630448,0.629930267,0.86958337
TimeSeriesUtils.reshapeTimeSeriesMaskToVector,0.919646055,0.930249181,0.949101286,0.944358885,0.937703272,0.937536989,0.950738954,0.958063786,0.94073814
CacheUtil.getPrefixedCacheName,0.888912523,0.87391671,0.873119617,0.952077201,0.873349479,0.872693906,0.87248584,0.873061867,0.872436481
CassandraOutputFormatBase.open,0.31460156,0.864768064,0.888721647,0.766645123,0.875825217,0.939570152,0.934194813,0.873162302,0.888371747
DataDescriptorTreeConstructor.replicate,0.794973941,0.78010277,0.789358698,0.793707827,0.775611448,0.774750564,0.786502913,0.78332397,0.795574242
TabbedPanel2.setTitleAt,0.905684948,0.977892953,0.976685568,0.977340038,0.936351864,0.937466083,0.97798338,0.91188153,0.951521781
ConfusionMatrix.rowSum,0.997348061,0.992979938,0.979835308,0.978453775,0.992709624,0.978633477,0.992679473,0.852555884,0.979078482
ElasticsearchUtils.convertInetSocketAddresses,0.954901265,0.954435179,0.959439198,0.946995484,0.959636992,0.880928755,0.876357759,0.864916765,0.959501714
GammaDistribution.logpdf,0.967996423,0.983222509,0.96838329,0.967855425,0.9708311,0.979660303,0.958646651,0.982419803,0.920201863
CmsProperty.isIdentical,0.902611798,0.921921006,0.912931768,0.902947755,0.923965192,0.913109394,0.942817224,0.913245087,0.942720586
SameSizeKMeansAlgorithm.initializeMeta,0.790572662,0.967875567,0.965880742,0.957068873,0.967806282,0.968122633,0.986127083,0.965305606,0.990199019
StatisticsEditsVisitor.visit,0.574799922,0.922437115,0.873783252,0.940825206,0.898929119,0.91061237,0.926501133,0.840642574,0.907854886
SiteMap.handleEvent,0.783884323,0.906246198,0.905968433,0.932248385,0.893329577,0.92410224,0.929618922,0.868924451,0.852554932
CmsRemoteShellClient.executeCommand,0.617912528,0.829217634,0.881348708,0.712031716,0.835031686,0.828301064,0.795116096,0.869751611,0.853883618
AbstractNode.addLeafEntry,0.954468184,1,0.999899094,1,0.999868954,0.999912654,0.999878975,0.999914445,0.999885319
Utils.findClass,0.798257665,0.904802815,0.850652801,0.859457756,0.871914191,0.875972748,0.873075931,0.890220705,0.927953987
KeyedStream.validateKeyTypeIsHashable,0.68503998,0.734998104,0.881678817,0.826783832,0.760105733,0.628363678,0.712490327,0.941501853,0.831478456
SegmentSlic.perturbCenter,0.560412382,0.9198941,0.949432491,0.916978821,0.924048735,0.92368927,0.95248043,0.941857597,0.916577148
CommonCache.clearAll,0.873136669,0.775723759,0.939464323,0.77124704,0.718782474,0.698103063,0.93943792,0.697683092,0.939355435
AbstractMapWritable.write,0,0.887687336,0.878758366,0.593178677,0.879573471,0.769285163,0.923029192,0.793096083,0.867045035
Instance.allocateSimpleSlot,0.984274651,0.966908301,0.96932685,0.966470634,0.960345375,0.966405945,0.983947283,0.967317524,0.980384487
EnumUtil.getNames,0.999893546,0.999889115,0.999911815,0.9998863,0.999904795,0.999894761,0.99989263,0.999881829,0.975693478
DisparityToColorPointCloud.configure,0.907289007,0.918602964,0.920199964,0.927054975,0.926042929,0.926910681,0.932983486,0.932211367,0.905810354
ConfigValidator.checkAndLogPropertyDeprecated,0.811656488,0.903417523,0.902273458,0.782260431,0.867599741,0.910728495,0.918935402,0.870665451,0.913067283
AddOnInstaller.getFilesSafeForUninstall,0.909625118,0.917109724,0.926437613,0.925595179,0.911469929,0.903016275,0.906300334,0.929462938,0.938411896
ExtensionAuthentication.getAuthenticationMethodTypeForIdentifier,0.98852005,0.988315362,0.999874189,0.988374948,0.98845994,0.9883152,0.988507828,0.988488991,0.988547517
